panic_id,incident_time,latitude,longitude
"95,722","5/9/2024, 18:16",-26.3,27.87
"96,543","11/9/2024, 14:34",-26.17,27.78
"98,025","23/9/2024, 06:07",-29.73,30.94
"99,601","2/10/2024, 18:23",-26.74,27.04
"99,905","3/10/2024, 21:08",-26.06,28.06
"101,565","15/10/2024, 18:16",-28.52,28.42
"103,195","28/10/2024, 12:14",-29.69,31.04
"104,894","9/11/2024, 22:42",-25.75,28.37
"106,648","24/11/2024, 02:17",-26.03,27.85
"84,757","14/6/2024, 07:16",-25.98,28.12
"86,512","10/7/2024, 16:21",-28.04,26.63
"88,403","25/7/2024, 19:21",-33.95,18.48
"90,324","29/7/2024, 13:00",-26.22,27.71
"92,289","8/8/2024, 08:29",-25.75,28.19
"94,084","23/8/2024, 17:12",-26.04,28.06
"95,723","5/9/2024, 18:18",-25.55,28.1
"96,545","11/9/2024, 14:35",-25.84,25.62
"98,027","23/9/2024, 07:35",-25.4,28.16
"99,602","2/10/2024, 18:24",-26.11,29.23
"99,906","3/10/2024, 21:14",-29.55,30.4
"101,566","15/10/2024, 18:20",-28.52,28.42
"95,127","31/8/2024, 15:53",-26.05,28
"104,895","9/11/2024, 22:43",-33.89,18.64
"106,649","24/11/2024, 02:39",-26.03,27.85
"84,760","14/6/2024, 07:53",-33.87,18.69
"86,514","10/7/2024, 16:47",-26.53,29.97
"88,404","25/7/2024, 19:22",-26.26,27.94
"90,325","29/7/2024, 13:03",-26.22,27.88
"92,290","8/8/2024, 08:31",-25.63,28.18
"94,085","23/8/2024, 17:13",-26.04,28.06
"95,724","5/9/2024, 18:23",-29.92,30.91
"86,541","11/7/2024, 06:40",-23.91,29.51
"96,546","11/9/2024, 14:38",-25.59,27.15
"98,028","23/9/2024, 08:00",-26.1,29.06
"99,603","2/10/2024, 18:25",-26.74,27.04
"99,907","3/10/2024, 21:30",-33.96,25.61
"86,544","11/7/2024, 08:12",-25.77,28.25
"103,196","28/10/2024, 12:24",-29.74,30.58
"101,687","16/10/2024, 14:19",-26.09,27.91
"104,897","9/11/2024, 23:04",-34.01,18.66
"106,650","24/11/2024, 02:51",-28.17,30.25
"86,655","12/7/2024, 13:22",-25.92,28.1
"86,666","12/7/2024, 16:43",-26.23,27.69
"84,767","14/6/2024, 09:51",-33.87,18.58
"86,515","10/7/2024, 16:49",-26.2,28.14
"88,405","25/7/2024, 19:22",-32.78,26.84
"90,326","29/7/2024, 13:05",-26.49,27.87
"92,293","8/8/2024, 08:42",-25.63,28.18
"94,087","23/8/2024, 17:24",-33.85,18.75
"95,725","5/9/2024, 18:24",-25.45,28.09
"96,547","11/9/2024, 14:43",-25.79,28.28
"98,029","23/9/2024, 08:00",-26.09,29.15
"99,604","2/10/2024, 18:27",-26.74,27.04
"99,908","3/10/2024, 21:34",-26.11,29.23
"101,567","15/10/2024, 18:24",-33.86,25.47
"103,197","28/10/2024, 12:24",-27.75,24.81
"104,900","9/11/2024, 23:40",-26.34,28.15
"106,651","24/11/2024, 04:10",-26.26,28.02
"84,769","14/6/2024, 10:02",-28.44,21.24
"86,517","10/7/2024, 17:26",-25.71,28.38
"88,406","25/7/2024, 19:24",-25.99,28.21
"90,327","29/7/2024, 13:06",-28.48,28.82
"92,294","8/8/2024, 08:48",-26.14,28.23
"94,088","23/8/2024, 17:44",-25.88,29.19
"95,726","5/9/2024, 18:26",-25.12,29.03
"96,548","11/9/2024, 14:44",-25.85,28.19
"98,030","23/9/2024, 08:05",-26.09,29.15
"99,605","2/10/2024, 18:31",-30.15,30.07
"99,909","3/10/2024, 21:47",-33.99,18.44
"101,568","15/10/2024, 18:28",-25.1,30.48
"103,198","28/10/2024, 12:27",-25.58,27.16
"104,901","9/11/2024, 23:41",-33.89,18.64
"106,652","24/11/2024, 04:12",-29.11,26.22
"84,770","14/6/2024, 10:21",-22.99,30.45
"86,521","10/7/2024, 19:01",-23.85,29.38
"88,407","25/7/2024, 19:24",-26.26,27.94
"90,328","29/7/2024, 13:07",-30.55,29.43
"92,295","8/8/2024, 08:51",-25.75,28.19
"94,089","23/8/2024, 17:51",-25.88,29.19
"95,727","5/9/2024, 18:36",-31.29,28.66
"96,549","11/9/2024, 15:06",-27.79,30.14
"98,031","23/9/2024, 08:09",-26.11,29.26
"99,606","2/10/2024, 18:32",-29.84,31
"99,910","3/10/2024, 22:06",-25.77,28.05
"103,199","28/10/2024, 12:32",-25.89,29.26
"104,902","10/11/2024, 00:02",-34.01,18.66
"101,773","17/10/2024, 07:51",-25.77,29.47
"106,653","24/11/2024, 04:45",-34.8,20.05
"106,656","24/11/2024, 07:53",-30.69,26.71
"106,658","24/11/2024, 08:20",-27.94,26.8
"101,781","17/10/2024, 08:22",-25.83,28.26
"106,659","24/11/2024, 08:33",-28.41,32.18
"106,660","24/11/2024, 08:47",-27.38,31.61
"101,821","17/10/2024, 12:55",-32.17,25.62
"84,771","14/6/2024, 10:25",-23.91,29.46
"86,523","10/7/2024, 19:21",-25.87,28.21
"88,408","25/7/2024, 19:25",-26.51,27.87
"90,329","29/7/2024, 13:13",-25.81,28.25
"92,296","8/8/2024, 08:53",-27.39,30.94
"94,091","23/8/2024, 18:13",-27.68,27.24
"95,728","5/9/2024, 18:47",-26.35,28.09
"96,550","11/9/2024, 15:26",-26.06,28.02
"98,033","23/9/2024, 08:27",-29.62,30.43
"99,607","2/10/2024, 18:43",-27.39,26.61
"99,912","3/10/2024, 22:39",-25.67,28.14
"103,200","28/10/2024, 12:35",-25.98,28.12
"101,678","16/10/2024, 13:00",-26.15,28.04
"104,903","10/11/2024, 00:23",-26.11,28.48
"106,654","24/11/2024, 05:06",-29.34,31.28
"84,773","14/6/2024, 10:46",-26.64,27.94
"70,735","16/12/2023, 18:48",-25.85,28.21
"86,439","9/7/2024, 13:39",-26.24,28.06
"72,847","17/1/2024, 10:01",-25.85,28.21
"86,665","12/7/2024, 16:32",-26.53,29.97
"88,409","25/7/2024, 19:25",-27.87,26.75
"90,330","29/7/2024, 13:14",-26.17,27.8
"92,297","8/8/2024, 08:53",-31.9,26.87
"94,092","23/8/2024, 18:33",-29.87,30.78
"95,730","5/9/2024, 18:54",-26.55,29.07
"96,551","11/9/2024, 15:27",-26.34,28.42
"98,034","23/9/2024, 08:35",-26.41,28.12
"99,608","2/10/2024, 18:45",-24.1,29.06
"99,915","3/10/2024, 23:49",-25.99,28.21
"101,564","15/10/2024, 17:46",-26.21,27.91
"103,201","28/10/2024, 12:35",-23.65,27.62
"104,904","10/11/2024, 00:42",-29.68,30.34
"106,655","24/11/2024, 05:57",-26.67,27.92
"101,758","17/10/2024, 05:44",-25.7,28.28
"101,833","17/10/2024, 14:04",-25.71,28.27
"84,774","14/6/2024, 11:06",-23.91,29.45
"74,368","5/2/2024, 14:15",-25.86,28.2
"88,410","25/7/2024, 19:25",-23.88,29.72
"90,331","29/7/2024, 13:20",-29.94,30.94
"92,298","8/8/2024, 08:55",-25.75,28.19
"94,094","23/8/2024, 19:09",-24.74,27.93
"95,731","5/9/2024, 18:57",-34.13,18.86
"96,552","11/9/2024, 15:41",-25.98,28.08
"98,035","23/9/2024, 08:37",-27.27,31.27
"99,609","2/10/2024, 18:47",-26.85,26.87
"99,917","4/10/2024, 01:10",-25.78,28.07
"101,569","15/10/2024, 18:34",-25.1,30.48
"103,183","28/10/2024, 11:15",-33.98,18.46
"104,906","10/11/2024, 00:51",-34.12,18.84
"106,657","24/11/2024, 08:07",-26.19,27.8
"84,777","14/6/2024, 11:54",-23.28,30.72
"86,531","10/7/2024, 22:26",-25.7,28.21
"88,411","25/7/2024, 19:26",-25.99,28.21
"90,332","29/7/2024, 13:20",-26.22,27.88
"92,299","8/8/2024, 08:56",-31.9,26.88
"94,095","23/8/2024, 19:39",-26.28,27.76
"95,732","5/9/2024, 18:59",-34.13,18.86
"96,553","11/9/2024, 15:50",-25.81,29.46
"98,037","23/9/2024, 08:43",-25.87,28.22
"99,610","2/10/2024, 18:47",-26.74,27.04
"99,918","4/10/2024, 01:10",-25.78,28.07
"101,571","15/10/2024, 18:51",-29.89,30.95
"103,202","28/10/2024, 12:48",-25.76,27.89
"104,907","10/11/2024, 00:53",-34.12,18.84
"106,661","24/11/2024, 09:34",-26.21,28.02
"84,778","14/6/2024, 12:20",-26.14,27.93
"86,536","11/7/2024, 00:00",-28.19,23.54
"88,412","25/7/2024, 19:26",-26.26,27.94
"90,333","29/7/2024, 13:21",-28.48,28.82
"92,300","8/8/2024, 08:57",-28.95,29.63
"94,096","23/8/2024, 19:40",-28.88,31.91
"95,733","5/9/2024, 19:04",-25.71,28.33
"96,554","11/9/2024, 15:50",-26.02,28.13
"98,038","23/9/2024, 08:44",-33.98,18.53
"99,611","2/10/2024, 18:47",-30.06,30.88
"99,919","4/10/2024, 01:15",-25.49,30.96
"101,572","15/10/2024, 19:09",-29.69,31.04
"103,203","28/10/2024, 12:55",-25.71,28.42
"106,662","24/11/2024, 09:40",-34.04,18.71
"84,779","14/6/2024, 12:25",-29.72,31.08
"86,542","11/7/2024, 07:27",-26.54,29.99
"88,413","25/7/2024, 19:27",-25.99,28.21
"90,334","29/7/2024, 13:26",-26.6,27.84
"92,301","8/8/2024, 09:00",-29.8,30.63
"94,097","23/8/2024, 19:42",-29.86,30.88
"95,734","5/9/2024, 19:11",-25.55,28.1
"96,555","11/9/2024, 15:55",-26.02,27.83
"98,039","23/9/2024, 09:20",-29.92,30.94
"99,612","2/10/2024, 18:48",-29.82,30.62
"99,920","4/10/2024, 01:54",-23.06,30.37
"101,573","15/10/2024, 19:10",-34.01,18.71
"103,204","28/10/2024, 13:16",-29.21,26.68
"104,905","10/11/2024, 00:48",-25.89,28.26
"105,292","13/11/2024, 07:10",-25.7,28.28
"106,663","24/11/2024, 09:42",-28.02,23.12
"104,976","10/11/2024, 15:24",-26.1,27.78
"84,780","14/6/2024, 12:59",-26.21,28
"86,543","11/7/2024, 08:05",-26.17,27.93
"88,414","25/7/2024, 19:33",-25.99,28.21
"90,335","29/7/2024, 13:30",-30.55,29.43
"92,302","8/8/2024, 09:03",-29.8,30.63
"94,098","23/8/2024, 19:47",-29.12,26.19
"95,735","5/9/2024, 19:17",-31.29,28.66
"96,556","11/9/2024, 16:18",-25.88,28.16
"98,042","23/9/2024, 09:38",-25.13,27.05
"99,613","2/10/2024, 18:51",-26.85,26.87
"99,922","4/10/2024, 03:17",-29.63,30.39
"101,574","15/10/2024, 19:12",-29.81,30.68
"103,205","28/10/2024, 13:20",-25.76,28.24
"104,910","10/11/2024, 02:30",-27.38,26.66
"106,664","24/11/2024, 09:58",-29.56,30.18
"84,781","14/6/2024, 13:25",-25.64,27.78
"86,545","11/7/2024, 08:16",-30.69,26.71
"103,206","28/10/2024, 13:25",-33.88,18.63
"88,415","25/7/2024, 19:33",-25.48,30.97
"90,336","29/7/2024, 13:31",-34.11,18.86
"92,303","8/8/2024, 09:03",-25.77,29.48
"94,099","23/8/2024, 19:53",-26.27,27.88
"95,736","5/9/2024, 19:29",-26.28,27.81
"96,558","11/9/2024, 16:24",-26.49,29.22
"98,043","23/9/2024, 09:44",-33.92,18.64
"99,614","2/10/2024, 18:56",-26.12,28.06
"99,924","4/10/2024, 05:08",-23.16,30.08
"101,575","15/10/2024, 19:19",-25.6,28.09
"104,911","10/11/2024, 02:32",-27.38,26.66
"106,665","24/11/2024, 10:12",-26.13,28.07
"84,782","14/6/2024, 13:52",-25.73,28.2
"86,547","11/7/2024, 08:47",-33.87,18.69
"88,416","25/7/2024, 19:33",-26,28.18
"90,337","29/7/2024, 13:31",-33.87,25.58
"92,304","8/8/2024, 09:05",-28.95,29.63
"94,100","23/8/2024, 19:54",-26.27,27.88
"95,737","5/9/2024, 19:30",-33.96,25.62
"98,045","23/9/2024, 09:50",-25.75,28.07
"99,616","2/10/2024, 19:10",-30.37,30.01
"99,925","4/10/2024, 05:39",-25.88,28.12
"101,576","15/10/2024, 19:21",-26.08,27.8
"103,207","28/10/2024, 13:27",-27.43,32.1
"104,915","10/11/2024, 03:45",-25.41,31.15
"106,666","24/11/2024, 10:48",-26.15,28.41
"100,145","5/10/2024, 16:48",-25.97,28.08
"100,030","4/10/2024, 18:18",-26.18,27.93
"100,012","4/10/2024, 15:33",-26.1,28.06
"96,625","12/9/2024, 06:54",-23.9,29.53
"96,557","11/9/2024, 16:23",-26.14,27.88
"84,783","14/6/2024, 14:09",-29.85,31
"86,551","11/7/2024, 09:07",-26,28.07
"88,417","25/7/2024, 19:34",-34,25.66
"90,338","29/7/2024, 13:33",-34.11,18.86
"92,305","8/8/2024, 09:08",-25.75,28.19
"94,101","23/8/2024, 19:55",-29.85,30.77
"95,738","5/9/2024, 19:52",-28.55,30.42
"96,559","11/9/2024, 16:57",-23.88,29.73
"98,047","23/9/2024, 10:04",-30.92,30.31
"99,617","2/10/2024, 19:15",-29.73,31.06
"99,926","4/10/2024, 06:17",-26.65,27.92
"101,577","15/10/2024, 19:25",-25.1,30.42
"103,209","28/10/2024, 14:06",-26.46,29.47
"104,918","10/11/2024, 04:44",-25.47,30.97
"106,667","24/11/2024, 11:20",-30.68,24.02
"84,784","14/6/2024, 14:30",-25.71,27.53
"86,552","11/7/2024, 09:12",-24.86,31.09
"88,418","25/7/2024, 19:35",-26.5,27.86
"90,339","29/7/2024, 13:37",-26.58,27.83
"92,306","8/8/2024, 09:09",-29.8,30.63
"94,102","23/8/2024, 19:59",-26.27,27.88
"95,739","5/9/2024, 20:02",-23.87,29.7
"96,560","11/9/2024, 16:58",-25.98,28.2
"98,049","23/9/2024, 10:10",-26.28,27.82
"99,618","2/10/2024, 19:16",-27.76,30.02
"99,927","4/10/2024, 06:51",-26.39,28.39
"101,578","15/10/2024, 19:51",-29.73,30.98
"103,210","28/10/2024, 14:08",-29.21,26.68
"104,922","10/11/2024, 06:46",-25.71,28.37
"106,668","24/11/2024, 11:24",-26,28.07
"106,706","24/11/2024, 17:23",-26.26,28.07
"106,713","24/11/2024, 18:19",-33.98,25.66
"106,693","24/11/2024, 14:45",-28.74,32.08
"106,673","24/11/2024, 12:06",-30.69,26.71
"106,674","24/11/2024, 12:08",-30.69,26.71
"106,675","24/11/2024, 12:08",-30.69,26.71
"106,700","24/11/2024, 16:39",-33.99,18.56
"106,725","24/11/2024, 20:07",-25.4,28.28
"106,695","24/11/2024, 14:56",-25.63,27.78
"106,678","24/11/2024, 12:37",-26.14,28.06
"106,704","24/11/2024, 16:58",-26.15,28.04
"106,681","24/11/2024, 12:45",-34.42,19.24
"106,698","24/11/2024, 16:19",-30.69,26.71
"106,699","24/11/2024, 16:34",-26.01,28.11
"106,711","24/11/2024, 18:15",-29.86,31.02
"106,720","24/11/2024, 19:09",-29.86,31.02
"106,712","24/11/2024, 18:19",-25.63,27.78
"106,733","24/11/2024, 21:37",-26.2,28.06
"106,738","24/11/2024, 22:11",-29.91,30.9
"106,740","24/11/2024, 23:05",-29.85,31.02
"106,742","24/11/2024, 23:07",-26.16,28.06
"106,744","24/11/2024, 23:31",-30.69,26.71
"84,785","14/6/2024, 14:31",-33.85,18.54
"86,554","11/7/2024, 09:43",-26.17,27.79
"88,419","25/7/2024, 19:35",-26,28.18
"90,340","29/7/2024, 13:44",-34.11,18.86
"92,307","8/8/2024, 09:10",-25.63,28.19
"94,103","23/8/2024, 20:17",-29.65,31.02
"95,740","5/9/2024, 20:03",-29.34,31.28
"96,561","11/9/2024, 17:09",-25.83,28.21
"98,051","23/9/2024, 10:47",-24.07,30.41
"99,620","2/10/2024, 19:21",-26.74,27.04
"100,018","4/10/2024, 16:38",-26.16,28.08
"101,579","15/10/2024, 19:53",-29.73,30.98
"103,211","28/10/2024, 14:13",-29.21,26.68
"104,923","10/11/2024, 06:47",-25.71,28.37
"106,669","24/11/2024, 11:26",-26.2,28.05
"100,058","4/10/2024, 21:27",-26.09,28.1
"100,098","5/10/2024, 08:29",-25.81,28.75
"84,786","14/6/2024, 15:22",-33.96,18.54
"86,557","11/7/2024, 10:28",-25.86,28.16
"86,630","12/7/2024, 10:09",-25.58,28.01
"86,580","11/7/2024, 14:04",-26.11,28.06
"86,561","11/7/2024, 10:44",-26.25,28.04
"86,582","11/7/2024, 14:18",-26.17,28.08
"86,566","11/7/2024, 11:34",-26.36,28.14
"86,610","12/7/2024, 00:06",-34.03,18.66
"92,308","8/8/2024, 09:13",-28.95,29.63
"86,597","11/7/2024, 17:45",-31.61,27.96
"86,567","11/7/2024, 11:45",-26.3,28
"86,603","11/7/2024, 19:15",-26.25,27.9
"86,571","11/7/2024, 12:23",-25.7,28.28
"86,611","12/7/2024, 01:12",-34.15,19.02
"86,644","12/7/2024, 12:10",-25.41,28.13
"86,663","12/7/2024, 15:43",-25.66,28.73
"86,612","12/7/2024, 02:21",-30.55,29.43
"86,575","11/7/2024, 13:07",-26.09,27.77
"86,631","12/7/2024, 10:10",-29.51,30.22
"86,656","12/7/2024, 13:24",-26.26,28.05
"86,613","12/7/2024, 03:33",-34.03,18.66
"86,638","12/7/2024, 11:31",-23.49,29.71
"86,577","11/7/2024, 13:32",-26.16,28.08
"86,614","12/7/2024, 05:51",-28.74,31.89
"86,578","11/7/2024, 13:54",-26.11,28.14
"86,641","12/7/2024, 11:49",-26.15,28.09
"86,605","11/7/2024, 19:53",-34.34,19.03
"86,606","11/7/2024, 21:53",-26.19,28.08
"86,607","11/7/2024, 22:33",-28.53,28.8
"86,645","12/7/2024, 12:11",-25.79,28.28
"86,649","12/7/2024, 12:30",-26.28,28.01
"86,609","11/7/2024, 23:27",-34.03,18.66
"86,634","12/7/2024, 11:10",-33.95,22.46
"86,658","12/7/2024, 13:26",-33.98,18.47
"86,660","12/7/2024, 13:55",-24.98,29.29
"96,562","11/9/2024, 17:09",-25.78,31.05
"86,673","12/7/2024, 18:41",-26.06,28.2
"84,787","14/6/2024, 15:24",-33.96,22.48
"86,558","11/7/2024, 10:30",-29.45,31.22
"88,420","25/7/2024, 19:35",-26.27,27.9
"90,341","29/7/2024, 13:46",-26.04,28.15
"92,309","8/8/2024, 09:13",-29.8,30.62
"94,104","23/8/2024, 20:21",-26.2,27.8
"95,741","5/9/2024, 20:04",-29.34,31.28
"96,563","11/9/2024, 17:16",-25.97,28.24
"98,052","23/9/2024, 10:50",-24.07,30.41
"99,621","2/10/2024, 19:26",-29.73,31.07
"99,928","4/10/2024, 07:16",-26.12,28.22
"101,581","15/10/2024, 20:07",-26.04,28.16
"103,212","28/10/2024, 14:23",-26.02,28.21
"104,924","10/11/2024, 06:48",-25.71,28.37
"106,670","24/11/2024, 11:26",-26.2,28.05
"84,788","14/6/2024, 15:46",-25.69,27.4
"86,559","11/7/2024, 10:35",-25.45,30.96
"88,421","25/7/2024, 19:36",-26.21,27.88
"90,342","29/7/2024, 13:49",-26.13,27.84
"92,312","8/8/2024, 09:24",-25.79,28.28
"94,105","23/8/2024, 20:21",-30.53,27.35
"95,742","5/9/2024, 20:13",-26.17,27.72
"96,565","11/9/2024, 17:33",-24.89,30.08
"98,054","23/9/2024, 11:04",-29.88,30.28
"99,624","2/10/2024, 19:31",-25.67,27.85
"99,931","4/10/2024, 07:47",-27.99,26.8
"101,582","15/10/2024, 20:16",-30.92,28.47
"103,213","28/10/2024, 14:26",-29.21,26.68
"104,925","10/11/2024, 06:50",-25.7,28.28
"106,671","24/11/2024, 11:38",-33.82,18.48
"84,789","14/6/2024, 15:53",-29.13,26.21
"86,560","11/7/2024, 10:37",-24.63,25.89
"88,422","25/7/2024, 19:38",-34,25.66
"90,343","29/7/2024, 13:59",-29.17,26.28
"92,313","8/8/2024, 09:32",-29.75,31
"94,106","23/8/2024, 20:41",-25.77,28.29
"95,743","5/9/2024, 20:15",-25.42,27.13
"96,566","11/9/2024, 17:39",-34.02,18.6
"98,055","23/9/2024, 11:07",-26.32,28.2
"99,625","2/10/2024, 19:33",-25.7,27.27
"99,932","4/10/2024, 08:00",-26.08,29.15
"101,583","15/10/2024, 20:17",-28.74,31.89
"101,584","15/10/2024, 20:24",-32.91,18.76
"101,602","15/10/2024, 23:28",-34.16,18.99
"101,612","16/10/2024, 05:41",-34.04,18.36
"101,591","15/10/2024, 21:00",-26.09,27.87
"101,608","16/10/2024, 02:07",-26.12,28.08
"101,593","15/10/2024, 21:35",-26.01,28.21
"101,619","16/10/2024, 08:32",-25.65,28.53
"101,629","16/10/2024, 09:42",-26.19,28.28
"101,609","16/10/2024, 02:11",-25.54,26.08
"101,661","16/10/2024, 11:50",-25.62,27.27
"101,727","16/10/2024, 18:56",-29.85,30.98
"101,594","15/10/2024, 21:47",-34,18.59
"101,598","15/10/2024, 22:34",-28.53,28.8
"101,599","15/10/2024, 22:53",-26.19,28.36
"101,648","16/10/2024, 11:08",-29.79,30.93
"101,600","15/10/2024, 23:03",-27.38,31.61
"101,622","16/10/2024, 08:49",-25.65,28.53
"101,664","16/10/2024, 12:01",-25.77,28.26
"101,720","16/10/2024, 18:26",-25.78,28.32
"101,723","16/10/2024, 18:43",-29.87,30.98
"101,676","16/10/2024, 12:50",-26.13,28.1
"101,707","16/10/2024, 16:25",-29.86,31.02
"101,692","16/10/2024, 14:33",-26.02,27.99
"101,730","16/10/2024, 19:51",-28.32,27.62
"101,741","16/10/2024, 21:16",-30.03,30.89
"101,742","16/10/2024, 21:23",-24.96,29.05
"101,746","16/10/2024, 21:58",-29.16,26.35
"84,790","14/6/2024, 16:06",-25.79,31.05
"86,562","11/7/2024, 10:46",-25.64,28.19
"88,423","25/7/2024, 19:39",-33.95,18.48
"90,344","29/7/2024, 13:59",-26.29,27.72
"92,314","8/8/2024, 09:33",-29.75,31
"94,107","23/8/2024, 20:43",-20.08,30.85
"95,744","5/9/2024, 20:32",-26.22,27.93
"96,567","11/9/2024, 17:44",-26.07,28.06
"98,056","23/9/2024, 11:09",-26.32,28.2
"99,626","2/10/2024, 19:39",-25.77,28.26
"99,933","4/10/2024, 08:01",-33.87,18.69
"101,585","15/10/2024, 20:25",-22.84,30.86
"103,214","28/10/2024, 14:27",-29.21,26.68
"104,927","10/11/2024, 07:00",-23.88,29.45
"106,672","24/11/2024, 11:51",-26.35,28.15
"84,791","14/6/2024, 16:10",-26.14,27.95
"86,563","11/7/2024, 10:58",-34.4,19.27
"88,425","25/7/2024, 19:40",-25.75,28.18
"90,345","29/7/2024, 14:01",-26.58,27.83
"92,315","8/8/2024, 09:45",-31.57,28.8
"94,109","23/8/2024, 21:36",-33.99,25.54
"95,745","5/9/2024, 20:36",-26.7,27.83
"96,568","11/9/2024, 17:51",-24.89,30.08
"98,057","23/9/2024, 11:13",-31.73,28.78
"99,627","2/10/2024, 19:39",-29.56,30.31
"99,934","4/10/2024, 08:05",-26.11,28.23
"101,586","15/10/2024, 20:27",-33.95,18.59
"103,215","28/10/2024, 14:36",-25.76,28.28
"104,928","10/11/2024, 07:18",-25.87,25.62
"106,676","24/11/2024, 12:13",-25.37,27.06
"84,792","14/6/2024, 16:24",-25.73,28.2
"86,564","11/7/2024, 11:03",-25.76,28.07
"88,427","25/7/2024, 19:41",-26.21,27.88
"90,346","29/7/2024, 14:03",-26.02,28.22
"92,316","8/8/2024, 09:48",-34.01,22.8
"94,111","23/8/2024, 21:43",-29.87,30.77
"95,746","5/9/2024, 20:57",-26.1,27.77
"98,059","23/9/2024, 11:30",-30.97,27.59
"96,583","11/9/2024, 19:12",-26.02,27.99
"96,569","11/9/2024, 17:56",-26.25,27.86
"96,588","11/9/2024, 20:00",-28.53,28.8
"99,628","2/10/2024, 19:44",-29.99,30.84
"96,598","11/9/2024, 21:03",-26.02,27.99
"99,935","4/10/2024, 08:14",-27.65,27.2
"96,573","11/9/2024, 18:22",-25.8,28.3
"101,587","15/10/2024, 20:35",-33.95,18.59
"96,623","12/9/2024, 04:50",-27.38,31.61
"96,600","11/9/2024, 21:06",-26.14,28.08
"96,579","11/9/2024, 18:47",-28.53,28.8
"103,216","28/10/2024, 14:41",-26.35,28.06
"96,580","11/9/2024, 18:47",-28.53,28.8
"96,606","11/9/2024, 21:44",-29.8,30.96
"96,614","11/9/2024, 23:29",-34.15,18.87
"96,619","12/9/2024, 00:52",-26.27,28.15
"96,609","11/9/2024, 21:59",-26.01,28
"96,620","12/9/2024, 02:02",-29.91,30.99
"96,631","12/9/2024, 08:08",-30.03,30.9
"96,610","11/9/2024, 22:08",-29.85,30.98
"96,622","12/9/2024, 02:50",-34.41,19.21
"96,611","11/9/2024, 22:08",-29.85,30.98
"96,649","12/9/2024, 09:44",-25.78,28.26
"96,638","12/9/2024, 08:51",-25.85,28.19
"104,929","10/11/2024, 07:19",-29.95,30.98
"106,679","24/11/2024, 12:44",-33.95,18.57
"96,656","12/9/2024, 10:09",-25.89,28.02
"84,793","14/6/2024, 16:29",-25.79,31.05
"86,565","11/7/2024, 11:28",-26.14,28.21
"88,428","25/7/2024, 19:41",-34,25.66
"90,347","29/7/2024, 14:08",-26.29,27.72
"92,317","8/8/2024, 09:54",-26.28,27.83
"94,112","23/8/2024, 21:48",-29.87,30.79
"95,748","5/9/2024, 21:06",-25.73,28.21
"96,570","11/9/2024, 17:58",-23,30.71
"98,060","23/9/2024, 11:49",-25.96,28.1
"99,630","2/10/2024, 19:49",-29.99,30.84
"99,936","4/10/2024, 08:19",-31.59,28.77
"101,588","15/10/2024, 20:37",-33.95,18.59
"103,217","28/10/2024, 14:45",-25.62,27.26
"104,932","10/11/2024, 07:59",-25.77,28.22
"106,680","24/11/2024, 12:45",-33.95,18.57
"84,794","14/6/2024, 17:22",-26.21,27.91
"86,555","11/7/2024, 10:04",-26.35,28.42
"88,429","25/7/2024, 19:41",-25.99,28.21
"90,349","29/7/2024, 14:11",-26.22,27.69
"92,318","8/8/2024, 09:55",-28.52,28.82
"94,114","23/8/2024, 22:19",-34.12,18.82
"95,749","5/9/2024, 21:14",-29.17,26.25
"96,571","11/9/2024, 18:07",-26.38,28.92
"98,061","23/9/2024, 12:03",-26.04,29.12
"99,631","2/10/2024, 19:52",-27.65,27.23
"99,937","4/10/2024, 08:25",-29.71,30.97
"101,518","15/10/2024, 12:27",-25.83,27.89
"103,218","28/10/2024, 14:46",-26.21,28.11
"104,934","10/11/2024, 08:15",-27.39,26.65
"106,682","24/11/2024, 12:50",-34.05,18.49
"84,795","14/6/2024, 17:44",-24.36,30.06
"86,568","11/7/2024, 11:52",25.37,86.16
"88,430","25/7/2024, 19:44",-25.99,28.21
"90,350","29/7/2024, 14:12",-26.19,28.01
"92,319","8/8/2024, 10:01",-34.01,22.8
"94,115","23/8/2024, 22:20",-25.95,28.22
"95,750","5/9/2024, 21:29",-29.73,31.06
"96,572","11/9/2024, 18:17",-23.91,29.68
"98,064","23/9/2024, 12:12",-26.18,28.21
"99,633","2/10/2024, 19:56",-26.74,27.04
"99,941","4/10/2024, 08:42",-34.04,23.08
"101,589","15/10/2024, 20:46",-26.13,28.3
"103,219","28/10/2024, 14:48",-26.03,27.99
"104,935","10/11/2024, 08:22",-27.39,26.65
"106,683","24/11/2024, 12:52",-34.1,18.48
"84,798","14/6/2024, 18:41",-25.82,28.31
"84,842","15/6/2024, 13:44",-26.06,27.84
"84,807","14/6/2024, 21:42",-26.17,28.15
"84,814","14/6/2024, 22:27",-28.74,31.89
"84,825","15/6/2024, 04:37",-26.11,28.1
"84,799","14/6/2024, 19:01",-29.87,30.9
"84,808","14/6/2024, 21:45",-27.75,30.02
"84,800","14/6/2024, 19:12",-28.75,32.05
"84,815","14/6/2024, 22:39",-25.91,28.16
"88,431","25/7/2024, 19:46",-25.34,27.82
"84,801","14/6/2024, 19:47",-29.87,30.27
"84,809","14/6/2024, 21:46",-25.77,28.28
"84,819","15/6/2024, 00:04",-29.75,30.82
"84,802","14/6/2024, 19:54",-26.93,24.85
"84,831","15/6/2024, 11:29",-31.66,18.51
